order_date,region,net_revenue,profit
2022-12-24,East,185770.0,60007.68
2022-12-24,North,126878.1,37556.79
2022-12-24,South,157089.80000000002,49553.96
2022-12-24,West,246747.85,81636.69
2022-12-25,East,156630.5,51191.65
2022-12-25,North,156693.1,51175.54
2022-12-25,South,171184.2,55127.9
2022-12-25,West,102512.40000000001,34644.18
2022-12-26,East,193727.0,61355.950000000004
2022-12-26,North,142873.4,47849.75
2022-12-26,South,147542.2,51188.33
2022-12-26,West,254474.55,89641.24
2022-12-27,East,258299.6,73271.31
2022-12-27,North,182118.8,63151.369999999995
2022-12-27,South,89008.3,30618.82
2022-12-27,West,271222.15,94206.4
2022-12-28,East,114284.3,40333.08
2022-12-28,North,117258.1,36311.93
2022-12-28,South,153834.3,47980.65
2022-12-28,West,135664.6,43932.67
2022-12-29,East,161964.1,51732.31
2022-12-29,North,121082.15,33129.01
2022-12-29,South,173555.15,47417.42
2022-12-29,West,139916.05,42050.91
2022-12-30,East,267472.7,92742.05
2022-12-30,North,96010.45,29317.44
2022-12-30,South,173989.6,52718.88
2022-12-30,West,168043.35,53095.31
2022-12-31,East,183925.15,52664.920000000006
2022-12-31,North,199684.95,60683.71
2022-12-31,South,180345.34999999998,66160.88
2022-12-31,West,118029.1,42542.37
2023-01-01,East,181633.95,59099.07
2023-01-01,North,65694.7,17214.41
2023-01-01,South,92017.25,31805.75
2023-01-01,West,230626.3,64527.369999999995
2023-01-02,East,208133.35,66672.93
2023-01-02,North,257804.95,78748.84
2023-01-02,South,101194.59999999999,30701.51
2023-01-02,West,141192.55,49561.5
2023-01-03,East,186612.05,63100.23
2023-01-03,North,289955.35,96346.96
2023-01-03,South,104623.1,36718.92
2023-01-03,West,127869.35,39822.89
2023-01-04,East,284420.35,94124.83
2023-01-04,North,107040.35,38007.270000000004
2023-01-04,South,187483.35,56720.22
2023-01-04,West,161126.3,52297.6
2023-01-05,East,88283.15000000001,34810.73
2023-01-05,North,53496.75,15945.38
2023-01-05,South,229649.45,75317.01
2023-01-05,West,145788.7,44326.19
2023-01-06,East,238919.3,79096.72
2023-01-06,North,185216.5,54706.24
2023-01-06,South,146210.9,43244.55
2023-01-06,West,216716.30000000002,66488.66
2023-01-07,East,91442.3,31881.75
2023-01-07,North,114312.2,43007.72
2023-01-07,South,143985.19999999998,52339.79
2023-01-07,West,200546.95,62274.45
2023-01-08,East,149751.15,48150.869999999995
2023-01-08,North,103933.7,30303.11
2023-01-08,South,159985.4,53658.869999999995
2023-01-08,West,152447.7,49472.74
2023-01-09,East,239631.1,75272.11
2023-01-09,North,129528.15,37743.58
2023-01-09,South,76513.8,23620.8
2023-01-09,West,141441.35,41609.270000000004
2023-01-10,East,111191.45,36326.08
2023-01-10,North,179450.65,52418.29
2023-01-10,South,124353.85,43027.8
2023-01-10,West,282584.0,92210.34
2023-01-11,East,218837.15,71062.92
2023-01-11,North,176793.35,59081.67
2023-01-11,South,210972.95,65293.25
2023-01-11,West,105127.05,29319.75
2023-01-12,East,221525.4,76698.5
2023-01-12,North,119464.55,42028.55
2023-01-12,South,203193.19999999998,65321.729999999996
2023-01-12,West,105622.5,28649.78
2023-01-13,East,112130.55,31150.82
2023-01-13,North,186894.5,58486.15
2023-01-13,South,204790.15,76741.51
2023-01-13,West,131101.1,39934.3
2023-01-14,East,79538.0,28449.2
2023-01-14,North,68754.95,20855.19
2023-01-14,South,161613.95,56172.770000000004
2023-01-14,West,219443.25,62501.07
2023-01-15,East,117609.8,36336.630000000005
2023-01-15,North,130495.5,41439.98
2023-01-15,South,229877.4,71450.67
2023-01-15,West,218958.9,70984.05
2023-01-16,East,109695.5,30848.09
2023-01-16,North,177173.2,63282.9
2023-01-16,South,190604.8,61800.06
2023-01-16,West,278809.15,93351.88
2023-01-17,East,150052.45,53969.84
2023-01-17,North,304433.6,96570.73
2023-01-17,South,142823.35,46388.72
2023-01-17,West,169101.75,51936.39
2023-01-18,East,195887.0,52665.59
2023-01-18,North,74659.3,24082.28
2023-01-18,South,231648.3,80160.45
2023-01-18,West,225401.0,80393.84999999999
2023-01-19,East,164604.8,58399.64
2023-01-19,North,137799.25,38954.64
2023-01-19,South,114680.0,37453.99
2023-01-19,West,188918.94999999998,56433.090000000004
2023-01-20,East,189156.15,61051.909999999996
2023-01-20,North,76992.3,26360.48
2023-01-20,South,228642.35,69660.75
2023-01-20,West,38345.3,12214.210000000001
2023-01-21,East,143593.9,42486.95
2023-01-21,North,122386.9,45104.799999999996
2023-01-21,South,122239.55,34290.97
2023-01-21,West,171080.0,57844.45
2023-01-22,East,168702.2,55886.55
2023-01-22,North,301979.95,90894.61
2023-01-22,South,162145.0,50209.1
2023-01-22,West,131525.55000000002,43819.02
2023-01-23,East,155292.85,43505.880000000005
2023-01-23,North,139347.0,44399.29
2023-01-23,South,158826.2,50599.75
2023-01-23,West,159979.25,52181.97
2023-01-24,East,133670.3,47396.56
2023-01-24,North,167173.85,57780.1
2023-01-24,South,185642.15,56417.47
2023-01-24,West,208745.5,62629.689999999995
2023-01-25,East,112433.6,35008.75
2023-01-25,North,121400.4,33251.92
2023-01-25,South,114319.6,42191.77
2023-01-25,West,166612.75,57506.9
2023-01-26,East,164138.75,54968.63
2023-01-26,North,73740.2,25957.68
2023-01-26,South,145179.2,42323.39
2023-01-26,West,226656.65,81464.2
2023-01-27,East,208373.25,66319.64
2023-01-27,North,212367.2,70346.73
2023-01-27,South,157536.45,49329.62
2023-01-27,West,133054.05,41765.28
2023-01-28,East,106710.7,34035.13
2023-01-28,North,168259.9,50219.93
2023-01-28,South,176583.0,58315.08
2023-01-28,West,134329.55,47459.36
2023-01-29,East,154149.05,48798.97
2023-01-29,North,184681.25,56201.03
2023-01-29,South,151687.3,52090.55
2023-01-29,West,178980.15,56548.67
2023-01-30,East,191009.15,60722.130000000005
2023-01-30,North,76062.95,19652.57
2023-01-30,South,174698.0,54394.53
2023-01-30,West,224425.75,69627.11
2023-01-31,East,233639.3,85289.6
2023-01-31,North,122778.35,45814.78
2023-01-31,South,103983.35,36541.8
2023-01-31,West,181867.0,60940.68
2023-02-01,East,89553.6,29594.8
2023-02-01,North,199832.0,65339.65
2023-02-01,South,138880.75,50648.95
2023-02-01,West,185902.4,59630.159999999996
2023-02-02,East,229117.25,88103.68
2023-02-02,North,81833.15,27649.96
2023-02-02,South,187148.05,65114.29
2023-02-02,West,65925.6,19941.27
2023-02-03,East,271415.95,87979.9
2023-02-03,North,248526.85,77062.17
2023-02-03,South,80267.4,22865.56
2023-02-03,West,181432.0,59772.15
2023-02-04,East,107143.0,29199.09
2023-02-04,North,201400.15,58343.270000000004
2023-02-04,South,173716.15,59318.25
2023-02-04,West,108151.65,36346.23
2023-02-05,East,249437.8,84334.43000000001
2023-02-05,North,127471.95,42460.63
2023-02-05,South,116056.20000000001,31142.04
2023-02-05,West,152083.0,54221.33
2023-02-06,East,174167.8,57685.18
2023-02-06,North,207654.55,76101.08
2023-02-06,South,129054.7,47582.72
2023-02-06,West,170942.4,52443.87
2023-02-07,East,99143.6,30304.71
2023-02-07,North,184199.1,64444.97
2023-02-07,South,190686.25,57494.68
2023-02-07,West,263307.9,76568.62
2023-02-08,East,81462.9,30246.92
2023-02-08,North,211171.45,66918.43
2023-02-08,South,99168.25,32357.63
2023-02-08,West,211894.0,69817.19
2023-02-09,East,149315.8,41388.979999999996
2023-02-09,North,111558.0,30427.27
2023-02-09,South,244956.5,80976.21
2023-02-09,West,107297.6,34322.740000000005
2023-02-10,East,74302.35,25648.15
2023-02-10,North,162803.95,56551.5
2023-02-10,South,231965.95,76876.48
2023-02-10,West,147755.65,45892.96
2023-02-11,East,124676.7,34995.61
2023-02-11,North,170673.65,57926.93
2023-02-11,South,196613.05,69055.34
2023-02-11,West,164310.1,56178.44
2023-02-12,East,151070.65,45968.05
2023-02-12,North,186721.9,68246.23999999999
2023-02-12,South,259242.55,88333.45
2023-02-12,West,75564.45,21484.870000000003
2023-02-13,East,188380.5,61148.71
2023-02-13,North,104239.4,40826.600000000006
2023-02-13,South,194677.9,57816.48
2023-02-13,West,94540.35,30500.3
2023-02-14,East,138290.9,50067.2
2023-02-14,North,132110.15,46634.62
2023-02-14,South,142027.4,45874.61
2023-02-14,West,181649.2,54896.39
2023-02-15,East,132835.75,43648.86
2023-02-15,North,200239.0,65579.14
2023-02-15,South,93954.5,30765.96
2023-02-15,West,139442.25,41512.29
2023-02-16,East,180405.55,66301.39
2023-02-16,North,116330.55,42263.8
2023-02-16,South,209691.45,71067.91
2023-02-16,West,161698.0,48800.92
2023-02-17,East,128928.15,45107.39
2023-02-17,North,126759.0,43916.89
2023-02-17,South,97452.6,31821.710000000003
2023-02-17,West,120337.85,39323.38
2023-02-18,East,118700.5,42556.170000000006
2023-02-18,North,172893.05,56303.99
2023-02-18,South,242976.6,88448.13
2023-02-18,West,113715.2,43628.6
2023-02-19,East,122725.2,34880.75
2023-02-19,North,165852.55,46046.02
2023-02-19,South,140099.2,49759.130000000005
2023-02-19,West,129861.3,48371.44
2023-02-20,East,167671.35,56779.67
2023-02-20,North,221609.75,73871.45
2023-02-20,South,322080.35,108527.57
2023-02-20,West,154386.6,43998.549999999996
2023-02-21,East,98163.2,26639.29
2023-02-21,North,153113.55,49438.85
2023-02-21,South,243589.3,84071.84
2023-02-21,West,185745.9,68390.36
2023-02-22,East,127409.65,37968.58
2023-02-22,North,99716.6,36055.86
2023-02-22,South,164568.75,54537.1
2023-02-22,West,162870.65,53343.170000000006
2023-02-23,East,210695.8,70123.8
2023-02-23,North,89748.09999999999,27296.64
2023-02-23,South,211604.9,61784.59
2023-02-23,West,124937.6,46604.92
2023-02-24,East,154822.55,47066.65
2023-02-24,North,270855.95,88251.92
2023-02-24,South,224527.4,66763.69
2023-02-24,West,122436.9,44581.37
2023-02-25,East,183710.95,50636.39
2023-02-25,North,142931.5,47738.63
2023-02-25,South,75466.75,28490.45
2023-02-25,West,194343.65,70481.23000000001
2023-02-26,East,66423.8,20280.510000000002
2023-02-26,North,205573.95,69088.06
2023-02-26,South,131284.65,41671.51
2023-02-26,West,191282.25,70395.19
2023-02-27,East,127524.55,39650.43
2023-02-27,North,215578.30000000002,63509.41
2023-02-27,South,124927.9,40854.19
2023-02-27,West,94331.5,33582.79
2023-02-28,East,144363.65,53884.04
2023-02-28,North,232668.15,69948.76
2023-02-28,South,168027.3,52027.82
2023-02-28,West,145904.1,44669.9
2023-03-01,East,130928.65,49824.86
2023-03-01,North,124459.4,37345.9
2023-03-01,South,158994.4,46146.83
2023-03-01,West,127770.25,35173.95
2023-03-02,East,93571.75,32004.32
2023-03-02,North,109569.7,36803.8
2023-03-02,South,169924.0,57033.22
2023-03-02,West,108673.9,32138.09
2023-03-03,East,139480.4,49786.07
2023-03-03,North,94229.6,30229.5
2023-03-03,South,97280.6,38278.91
2023-03-03,West,100245.05,32318.199999999997
2023-03-04,East,168176.2,54281.23
2023-03-04,North,186156.45,51934.9
2023-03-04,South,143156.45,44661.61
2023-03-04,West,200605.35,59936.26
2023-03-05,East,72271.15,19787.84
2023-03-05,North,174776.8,55985.16
2023-03-05,South,101074.0,31620.28
2023-03-05,West,156836.85,53113.34
2023-03-06,East,167980.25,55215.81
2023-03-06,North,152642.15,44193.84
2023-03-06,South,164886.0,62875.24
2023-03-06,West,89645.0,26070.02
2023-03-07,East,163165.7,51497.33
2023-03-07,North,202096.55,60936.42
2023-03-07,South,166930.45,49516.33
2023-03-07,West,155680.1,48708.229999999996
2023-03-08,East,163383.8,49153.32
2023-03-08,North,170155.1,52276.130000000005
2023-03-08,South,154920.35,51293.43
2023-03-08,West,179859.7,60200.340000000004
2023-03-09,East,116417.85,35238.51
2023-03-09,North,159394.55,56515.43
2023-03-09,South,99855.35,37591.57
2023-03-09,West,161087.35,58032.63
2023-03-10,East,101127.45,29421.99
2023-03-10,North,221570.3,76913.43000000001
2023-03-10,South,63993.8,22415.79
2023-03-10,West,265392.55,90892.33
2023-03-11,East,238246.0,77928.38
2023-03-11,North,159194.8,51454.54
2023-03-11,South,174187.5,58905.44
2023-03-11,West,167848.7,59289.61
2023-03-12,East,203809.65,67194.86
2023-03-12,North,229810.3,72857.84
2023-03-12,South,196930.9,67230.13
2023-03-12,West,148601.3,54829.5
2023-03-13,East,160213.6,46345.54
2023-03-13,North,125579.15,34866.17
2023-03-13,South,138892.35,41891.369999999995
2023-03-13,West,156093.8,44816.95
2023-03-14,East,101256.84999999999,30241.24
2023-03-14,North,146583.1,55682.21
2023-03-14,South,200822.1,64075.27
2023-03-14,West,201448.90000000002,63686.619999999995
2023-03-15,East,125065.4,39190.91
2023-03-15,North,148934.45,50586.04
2023-03-15,South,330484.45,101600.56
2023-03-15,West,130311.84999999999,42414.61
2023-03-16,East,161111.5,57949.21
2023-03-16,North,193073.95,60735.17
2023-03-16,South,182498.3,53911.340000000004
2023-03-16,West,173741.69999999998,50407.98
2023-03-17,East,193891.75,61215.33
2023-03-17,North,61616.95,22950.34
2023-03-17,South,203221.35,61067.020000000004
2023-03-17,West,154858.45,50904.89
2023-03-18,East,156103.6,53533.4
2023-03-18,North,168632.35,53588.06
2023-03-18,South,198525.25,61950.25
2023-03-18,West,87811.8,30557.500000000004
2023-03-19,East,155808.9,51163.75
2023-03-19,North,222258.25,78172.51
2023-03-19,South,267127.55,86180.08
2023-03-19,West,103149.45,34451.75
2023-03-20,East,133852.2,44633.41
2023-03-20,North,268872.4,98777.51
2023-03-20,South,149683.25,46892.03
2023-03-20,West,216175.1,69554.0
2023-03-21,East,110840.5,38495.92
2023-03-21,North,88086.2,26348.07
2023-03-21,South,234317.8,78908.49
2023-03-21,West,192663.9,69646.18000000001
2023-03-22,East,122588.3,33434.17
2023-03-22,North,122661.05,39148.0
2023-03-22,South,213248.55,69342.23
2023-03-22,West,167983.3,58361.119999999995
2023-03-23,East,163042.55000000002,52049.0
2023-03-23,North,210690.9,66436.62
2023-03-23,South,166967.5,54882.48
2023-03-23,West,240148.55,80637.66
2023-03-24,East,202847.5,65391.72
2023-03-24,North,51495.4,16977.86
2023-03-24,South,67167.95,23456.239999999998
2023-03-24,West,248137.6,83155.25
2023-03-25,East,89012.9,29334.91
2023-03-25,North,90024.4,30540.98
2023-03-25,South,219643.2,72788.76000000001
2023-03-25,West,137471.15,48133.77
2023-03-26,East,260342.5,82164.52
2023-03-26,North,115949.45,36360.42
2023-03-26,South,192455.35,62537.149999999994
2023-03-26,West,158492.1,56822.67
2023-03-27,East,191353.5,57510.3
2023-03-27,North,149079.6,49368.31
2023-03-27,South,174378.0,59244.5
2023-03-27,West,89347.1,32829.46
2023-03-28,East,251981.9,78369.34
2023-03-28,North,121968.5,34770.96
2023-03-28,South,159181.95,49593.24
2023-03-28,West,68603.75,23403.17
2023-03-29,East,131504.35,44615.32
2023-03-29,North,141397.7,47720.83
2023-03-29,South,128879.8,45201.89
2023-03-29,West,274897.1,88156.75
2023-03-30,East,64419.549999999996,23472.22
2023-03-30,North,168427.25,51842.58
2023-03-30,South,165942.6,53508.33
2023-03-30,West,77986.95,23770.65
2023-03-31,East,86113.95,28380.45
2023-03-31,North,92700.8,29916.36
2023-03-31,South,154718.8,45147.47
2023-03-31,West,153323.6,49341.62
2023-04-01,East,187511.6,52300.24
2023-04-01,North,202049.75,58133.83
2023-04-01,South,251374.3,86954.39
2023-04-01,West,182989.4,58657.46
2023-04-02,East,228832.4,76475.9
2023-04-02,North,214615.75,66304.37
2023-04-02,South,97745.15,32658.129999999997
2023-04-02,West,116378.75,33635.29
2023-04-03,East,112153.9,33422.01
2023-04-03,North,210011.75,74032.7
2023-04-03,South,136913.55,48349.27
2023-04-03,West,138402.75,43306.46
2023-04-04,East,67325.75,22323.49
2023-04-04,North,197212.25,65773.82
2023-04-04,South,194210.9,67267.35
2023-04-04,West,192192.05,68066.95
2023-04-05,East,118449.0,36894.09
2023-04-05,North,108214.1,33031.2
2023-04-05,South,180856.84999999998,56126.0
2023-04-05,West,159734.2,47808.99
2023-04-06,East,222850.35,81067.83
2023-04-06,North,101151.2,34176.14
2023-04-06,South,141720.3,43982.25
2023-04-06,West,192860.1,59797.06
2023-04-07,East,186993.4,58762.22
2023-04-07,North,231767.4,78849.94
2023-04-07,South,74215.6,21113.34
2023-04-07,West,229049.25,66355.72
2023-04-08,East,207862.15,66029.44
2023-04-08,North,238757.8,76329.43
2023-04-08,South,188508.75,65158.18
2023-04-08,West,243243.85,71606.9
2023-04-09,East,228105.7,78304.38
2023-04-09,North,184986.6,57873.81
2023-04-09,South,144521.25,51366.94
2023-04-09,West,198841.75,58681.020000000004
2023-04-10,East,156391.25,49950.07
2023-04-10,North,247131.75,87784.75
2023-04-10,South,232652.55,83572.34
2023-04-10,West,235448.5,85896.45
2023-04-11,East,206244.15,70318.13
2023-04-11,North,196226.85,61552.829999999994
2023-04-11,South,279578.15,94621.34
2023-04-11,West,233713.80000000002,72892.75
2023-04-12,East,164351.95,53563.51
2023-04-12,North,185771.95,63531.25
2023-04-12,South,111491.4,33044.86
2023-04-12,West,170654.6,58097.9
2023-04-13,East,175379.45,62706.53
2023-04-13,North,276170.45,89273.97
2023-04-13,South,103011.1,38356.32
2023-04-13,West,193422.6,64670.88
2023-04-14,East,171469.7,51353.63
2023-04-14,North,195192.05,57156.49
2023-04-14,South,209623.75,64861.36
2023-04-14,West,148571.25,50848.38
2023-04-15,East,89462.9,25629.77
2023-04-15,North,121405.35,34328.2
2023-04-15,South,183894.05,63339.16
2023-04-15,West,105699.65,35718.86
2023-04-16,East,176506.05,51208.1
2023-04-16,North,176068.35,56434.52
2023-04-16,South,208956.6,75693.2
2023-04-16,West,165020.75,46755.58
2023-04-17,East,157697.55,57922.91
2023-04-17,North,106074.45000000001,40945.47
2023-04-17,South,80750.6,23607.81
2023-04-17,West,169355.7,49878.67
2023-04-18,East,221707.2,76464.47
2023-04-18,North,178052.9,55247.9
2023-04-18,South,157319.6,56214.97
2023-04-18,West,169150.59999999998,55198.09
2023-04-19,East,288644.9,95984.79
2023-04-19,North,194324.8,65963.92
2023-04-19,South,174340.0,56892.63
2023-04-19,West,248535.55,78694.49
2023-04-20,East,102663.75,32028.42
2023-04-20,North,60424.85,18487.77
2023-04-20,South,210954.7,64456.350000000006
2023-04-20,West,161037.35,53548.69
2023-04-21,East,128037.65,40822.71000000001
2023-04-21,North,218971.05,78312.93
2023-04-21,South,268974.0,86163.47
2023-04-21,West,160641.2,53620.26
2023-04-22,East,125141.05,42517.42
2023-04-22,North,96048.34999999999,33726.99
2023-04-22,South,102757.0,29892.96
2023-04-22,West,163763.75,54909.22
2023-04-23,East,132376.6,44530.28
2023-04-23,North,119480.85,35204.66
2023-04-23,South,79329.65,28517.66
2023-04-23,West,247855.75,80645.51
2023-04-24,East,180835.95,60868.49
2023-04-24,North,149726.15,50298.92
2023-04-24,South,145932.45,43653.56
2023-04-24,West,104198.0,33591.19
2023-04-25,East,155388.4,51830.91
2023-04-25,North,124277.65,34114.09
2023-04-25,South,143941.44999999998,46369.54
2023-04-25,West,200908.45,56280.23
2023-04-26,East,137884.75,47236.28
2023-04-26,North,124872.70000000001,40807.67
2023-04-26,South,154349.45,44233.01
2023-04-26,West,222225.6,66240.92
2023-04-27,East,137749.75,43176.87
2023-04-27,North,201608.95,72415.17
2023-04-27,South,150224.45,47945.28
2023-04-27,West,253485.55,88617.95
2023-04-28,East,114065.25,39140.6
2023-04-28,North,196622.15,60908.4
2023-04-28,South,244183.1,80913.69
2023-04-28,West,149378.55,58102.99
2023-04-29,East,145946.45,46121.96
2023-04-29,North,192754.69999999998,65888.65
2023-04-29,South,98310.9,29903.02
2023-04-29,West,111454.7,38206.94
2023-04-30,East,89684.15,28239.43
2023-04-30,North,230360.0,74800.82
2023-04-30,South,134995.7,46209.28
2023-04-30,West,193082.75,69691.25
2023-05-01,East,112966.05,37318.97
2023-05-01,North,111985.55,33355.04
2023-05-01,South,118522.65,33359.659999999996
2023-05-01,West,155011.1,50164.770000000004
2023-05-02,East,129697.7,44188.24
2023-05-02,North,203049.3,68779.94
2023-05-02,South,190385.45,66043.64
2023-05-02,West,225352.55,77071.23
2023-05-03,East,105504.55,30969.11
2023-05-03,North,152280.85,52784.619999999995
2023-05-03,South,148564.7,49232.61
2023-05-03,West,136087.65,41281.97
2023-05-04,East,163493.6,49696.26
2023-05-04,North,129155.6,36484.89
2023-05-04,South,137157.75,44621.43
2023-05-04,West,200692.9,61292.8
2023-05-05,East,85403.5,24737.08
2023-05-05,North,135021.8,45819.78
2023-05-05,South,186515.55,51213.87
2023-05-05,West,134514.35,44674.34
2023-05-06,East,207286.45,73615.86
2023-05-06,North,178007.75,61429.61
2023-05-06,South,146613.15,51959.69
2023-05-06,West,89682.3,27579.11
2023-05-07,East,183963.95,61694.43
2023-05-07,North,231296.35,73575.34999999999
2023-05-07,South,137817.65,39926.41
2023-05-07,West,169798.85,50646.979999999996
2023-05-08,East,162060.9,59165.31
2023-05-08,North,177357.15,66040.36
2023-05-08,South,112818.25,31731.13
2023-05-08,West,97679.85,37383.43
2023-05-09,East,206445.75,65745.56
2023-05-09,North,216959.4,66815.53
2023-05-09,South,94007.75,36189.3
2023-05-09,West,130095.25,45876.350000000006
2023-05-10,East,173413.35,58978.71
2023-05-10,North,195453.9,68204.41
2023-05-10,South,99911.8,31795.53
2023-05-10,West,155702.45,46976.58
2023-05-11,East,72122.7,23444.68
2023-05-11,North,231673.65,68457.39
2023-05-11,South,178079.0,52593.659999999996
2023-05-11,West,182729.0,68470.27
2023-05-12,East,230504.4,67419.7
2023-05-12,North,152678.0,45105.98
2023-05-12,South,234685.75,76891.29000000001
2023-05-12,West,100219.05,29639.62
2023-05-13,East,161695.5,52134.770000000004
2023-05-13,North,214071.5,69623.45
2023-05-13,South,249650.84999999998,81477.01
2023-05-13,West,153303.55,46135.54
2023-05-14,East,153623.15,53572.270000000004
2023-05-14,North,233362.1,83163.48999999999
2023-05-14,South,261578.0,87978.64
2023-05-14,West,218676.65,65598.76
2023-05-15,East,101940.7,35776.34
2023-05-15,North,183345.2,53438.520000000004
2023-05-15,South,247104.4,74547.48
2023-05-15,West,141153.9,48313.95
2023-05-16,East,164202.15,59707.82
2023-05-16,North,164209.25,56784.18
2023-05-16,South,104362.75,34575.37
2023-05-16,West,137654.85,43425.61
2023-05-17,East,260812.9,86029.77
2023-05-17,North,116038.2,37153.32
2023-05-17,South,191321.55,67449.26
2023-05-17,West,111932.7,37875.59
2023-05-18,East,171504.75,58376.77
2023-05-18,North,174664.80000000002,54900.18
2023-05-18,South,323982.05,109623.87
2023-05-18,West,170153.15,57024.71
2023-05-19,East,153926.8,51891.49
2023-05-19,North,158418.85,54510.549999999996
2023-05-19,South,183724.35,63933.16
2023-05-19,West,205395.0,64572.5
2023-05-20,East,173272.3,55419.55
2023-05-20,North,126236.90000000001,43348.65
2023-05-20,South,130116.3,43235.56
2023-05-20,West,109114.2,33754.29
2023-05-21,East,66861.1,21138.449999999997
2023-05-21,North,290946.3,93433.53
2023-05-21,South,232107.85,73973.35
2023-05-21,West,135834.95,46503.27
2023-05-22,East,66299.7,23622.82
2023-05-22,North,147916.4,53526.630000000005
2023-05-22,South,141644.05,43453.25
2023-05-22,West,137831.75,50858.270000000004
2023-05-23,East,129230.25,38505.51
2023-05-23,North,196569.25,61864.5
2023-05-23,South,133027.69999999998,45229.67
2023-05-23,West,231400.35,79914.53
2023-05-24,East,265650.35,83549.24
2023-05-24,North,263003.1,82018.94
2023-05-24,South,162658.65,54882.16
2023-05-24,West,262006.25,81953.54
2023-05-25,East,195660.65,65580.65
2023-05-25,North,102155.90000000001,27215.46
2023-05-25,South,24339.7,9979.88
2023-05-25,West,246872.65,74335.39
2023-05-26,East,259806.94999999998,87976.69
2023-05-26,North,130814.3,43271.14
2023-05-26,South,123547.05,37298.68
2023-05-26,West,192131.7,58684.79
2023-05-27,East,223306.6,73062.05
2023-05-27,North,110493.15,33468.96
2023-05-27,South,132447.15,44384.15
2023-05-27,West,159427.6,48932.729999999996
2023-05-28,East,127051.05,41324.880000000005
2023-05-28,North,133224.45,46020.13
2023-05-28,South,136845.55,45998.89
2023-05-28,West,148031.6,49099.0
2023-05-29,East,141672.9,42768.44
2023-05-29,North,163499.85,55335.6
2023-05-29,South,160335.15,51770.42
2023-05-29,West,150215.45,51400.39
2023-05-30,East,161321.65,59020.26
2023-05-30,North,114240.65000000001,44251.65
2023-05-30,South,178578.9,65978.81999999999
2023-05-30,West,130683.8,38563.02
2023-05-31,East,171330.75,60125.61
2023-05-31,North,185383.6,62289.85
2023-05-31,South,207730.05,67122.76000000001
2023-05-31,West,165415.1,60771.21
2023-06-01,East,126218.85,39791.340000000004
2023-06-01,North,177804.3,56097.7
2023-06-01,South,183694.0,58152.06
2023-06-01,West,145991.4,48586.31
2023-06-02,East,195994.75,66177.95
2023-06-02,North,197436.95,58896.55
2023-06-02,South,89505.1,25500.4
2023-06-02,West,87129.5,30743.9
2023-06-03,East,236437.5,88196.45999999999
2023-06-03,North,210277.65,77450.39
2023-06-03,South,115975.7,39052.43
2023-06-03,West,158102.95,46627.43
2023-06-04,East,182446.85,63221.0
2023-06-04,North,138134.35,48777.58
2023-06-04,South,133354.15,43529.28
2023-06-04,West,114582.45,41741.57
2023-06-05,East,162413.55,64768.36
2023-06-05,North,173287.9,56235.89
2023-06-05,South,176918.5,51153.5
2023-06-05,West,215716.5,76204.74
2023-06-06,East,171241.9,56076.36
2023-06-06,North,125668.5,38869.04
2023-06-06,South,185869.4,58870.22
2023-06-06,West,227731.65,73474.86
2023-06-07,East,111614.85,34701.36
2023-06-07,North,175711.2,58578.25
2023-06-07,South,172656.8,63466.16
2023-06-07,West,175478.1,51309.22
2023-06-08,East,114859.45,39235.35
2023-06-08,North,139622.1,48102.57
2023-06-08,South,202021.1,62039.93
2023-06-08,West,223152.25,68346.37
2023-06-09,East,284259.0,109656.6
2023-06-09,North,210666.3,64487.82
2023-06-09,South,180806.55,61669.68
2023-06-09,West,195043.5,66320.56
2023-06-10,East,193174.35,63148.78
2023-06-10,North,128584.65,48112.66
2023-06-10,South,231761.85,74910.6
2023-06-10,West,217770.75,73144.56
2023-06-11,East,128794.2,32404.62
2023-06-11,North,179386.3,54552.22
2023-06-11,South,254239.55,83042.57
2023-06-11,West,182154.2,55425.12
2023-06-12,East,106895.05,33787.75
2023-06-12,North,219462.55,71664.99
2023-06-12,South,189587.35,63207.46
2023-06-12,West,254702.55,82644.23
2023-06-13,East,146713.2,46823.8
2023-06-13,North,136490.9,42878.95
2023-06-13,South,220619.15,75372.27
2023-06-13,West,125716.1,44084.0
2023-06-14,East,250731.30000000002,72171.03
2023-06-14,North,120264.7,43147.87
2023-06-14,South,149618.75,42884.36
2023-06-14,West,170266.55,54010.2
2023-06-15,East,117857.85,40991.810000000005
2023-06-15,North,283255.85,81445.05
2023-06-15,South,83843.9,22703.55
2023-06-15,West,168758.35,50004.99
2023-06-16,East,238132.75,84022.6
2023-06-16,North,78639.75,26867.39
2023-06-16,South,93940.3,28930.420000000002
2023-06-16,West,160863.15,54761.4
2023-06-17,East,179176.65,62706.1
2023-06-17,North,182694.4,61747.02
2023-06-17,South,252561.55,85926.39
2023-06-17,West,124095.75,43727.520000000004
2023-06-18,East,103928.4,38007.93
2023-06-18,North,145469.25,45236.67
2023-06-18,South,139801.2,42590.6
2023-06-18,West,125684.9,38287.71
2023-06-19,East,131086.9,42105.6
2023-06-19,North,214754.65,72600.41
2023-06-19,South,187380.15,66941.13
2023-06-19,West,68934.75,25662.309999999998
2023-06-20,East,219898.3,71350.96
2023-06-20,North,149395.85,47371.369999999995
2023-06-20,South,92426.5,28629.0
2023-06-20,West,47171.25,13368.78
2023-06-21,East,196222.25,67207.38
